Cluster,region,technology,Resource,Zone,EndCap,EndEnergyCap,EndChargeCap,NewCap,RetCap,NewEnergyCap,RetEnergyCap,NewChargeCap,RetChargeCap,iter,CPA_ID,lcoe,Area,latitude,longitude,interconnect_annuity,state,m_landcover,m_primeFarmland,exFacil,plFacil,m_HMI,m_popden,cpa_mw
2,PJM_Rest,UtilityPV_Class1_Moderate_,PJM_Rest_utilitypv_class1_moderate_2,11.0,39322.31965650358,0.0,0.0,39322.31965650358,0.0,0.0,0.0,0.0,0.0,1,376698,29.609528,15.0988702524,40.01462257278384,-83.51641797639866,5068.196,Ohio,82,1.0,0,0,0.741497305036,3.65,135.88983
2,PJM_Rest,UtilityPV_Class1_Moderate_,PJM_Rest_utilitypv_class1_moderate_2,11.0,39322.31965650358,0.0,0.0,39322.31965650358,0.0,0.0,0.0,0.0,0.0,1,375890,29.711166,14.348870208,40.3850521601409,-83.25999914445717,4823.218,Ohio,82,1.0,0,0,0.75570180437,3.29824561404,129.13983
2,PJM_Rest,UtilityPV_Class1_Moderate_,PJM_Rest_utilitypv_class1_moderate_2,11.0,39322.31965650358,0.0,0.0,39322.31965650358,0.0,0.0,0.0,0.0,0.0,1,281704,27.111479,3.36807533999,41.10010254737748,-85.30880589190133,1317.2478,Indiana,82,1.0,0,0,0.759153019298,6.81818181818,15.156339
2,PJM_Rest,UtilityPV_Class1_Moderate_,PJM_Rest_utilitypv_class1_moderate_2,11.0,39322.31965650358,0.0,0.0,39322.31965650358,0.0,0.0,0.0,0.0,0.0,1,287329,27.347961,3.88512032091,40.23953438206616,-85.28023997122921,998.28326,Indiana,82,1.0,0,0,0.764465298504,6.625,17.483042
2,PJM_Rest,UtilityPV_Class1_Moderate_,PJM_Rest_utilitypv_class1_moderate_2,11.0,39322.31965650358,0.0,0.0,39322.31965650358,0.0,0.0,0.0,0.0,0.0,1,283528,27.391275,16.3624258552,41.04912390976068,-85.3617030655291,1701.2644,Indiana,82,1.0,0,0,0.744580604014,9.75409836066,73.63091
2,PJM_Rest,UtilityPV_Class1_Moderate_,PJM_Rest_utilitypv_class1_moderate_2,11.0,39322.31965650358,0.0,0.0,39322.31965650358,0.0,0.0,0.0,0.0,0.0,1,283503,27.868412,15.1511296368,40.98370764017256,-85.46793822925358,2826.2517,Indiana,82,1.0,0,0,0.742070256687,5.40983606557,68.180084
2,PJM_Rest,UtilityPV_Class1_Moderate_,PJM_Rest_utilitypv_class1_moderate_2,11.0,39322.31965650358,0.0,0.0,39322.31965650358,0.0,0.0,0.0,0.0,0.0,1,278106,27.895443,6.94774025981,41.63382432855818,-86.34238030868984,2051.3906,Indiana,82,1.0,0,0,0.651241677779,8.22222222222,31.264832
2,PJM_Rest,UtilityPV_Class1_Moderate_,PJM_Rest_utilitypv_class1_moderate_2,11.0,39322.31965650358,0.0,0.0,39322.31965650358,0.0,0.0,0.0,0.0,0.0,1,283524,28.058014,14.6999328394,41.06294308705406,-85.5530009465148,3264.526,Indiana,82,1.0,0,0,0.725608922667,6.72881355932,66.1497
2,PJM_Rest,UtilityPV_Class1_Moderate_,PJM_Rest_utilitypv_class1_moderate_2,11.0,39322.31965650358,0.0,0.0,39322.31965650358,0.0,0.0,0.0,0.0,0.0,1,378958,28.08573,15.7500001316,39.36018543785541,-83.81847532981836,1380.8749,Ohio,82,1.0,0,0,0.664755296139,9.55555555556,70.875
2,PJM_Rest,UtilityPV_Class1_Moderate_,PJM_Rest_utilitypv_class1_moderate_2,11.0,39322.31965650358,0.0,0.0,39322.31965650358,0.0,0.0,0.0,0.0,0.0,1,376952,28.211191,14.901130022,39.998637729433774,-84.09035587881941,2131.2488,Ohio,82,1.0,0,0,0.7023104767,7.26666666667,67.055084
2,PJM_Rest,UtilityPV_Class1_Moderate_,PJM_Rest_utilitypv_class1_moderate_2,11.0,39322.31965650358,0.0,0.0,39322.31965650358,0.0,0.0,0.0,0.0,0.0,1,376959,28.428364,15.5522599012,40.03359271835006,-84.08441622838927,2631.7244,Ohio,82,1.0,0,0,0.703174011102,9.31746031746,69.98517
2,PJM_Rest,UtilityPV_Class1_Moderate_,PJM_Rest_utilitypv_class1_moderate_2,11.0,39322.31965650358,0.0,0.0,39322.31965650358,0.0,0.0,0.0,0.0,0.0,1,376960,28.501558,13.7292703596,40.02840124455602,-84.0381881866984,2800.4019,Ohio,82,1.0,0,0,0.729752925811,9.37037037037,61.781715
